gpa,performance,_id,factor1,factor2,factor3,factor4,factor5
14.73,14.73,457744,0.6,0.99,0.41,0.62,0.86
2.67,0,464149,0.17,0.88,0.46,0.88,0.7
8.54,4.15,461274,0.95,0.28,0.97,0.79,0.19
13.06,12.34,454205,0.05,0.02,0.69,0.07,0.16
12.91,11.36,294754,0.8,0.36,0.43,0.31,0.88
15.37,15.37,451783,0.68,0.46,0.09,0.71,0.43
13.73,13.73,452602,0.45,0.54,0.14,0.98,0.49
9.63,8.29,462744,0.02,0.86,0.04,0.04,0.37
8.86,6.27,462381,0.17,0.47,0.65,0.72,0.65
2.69,2.08,462551,0.23,0.91,0.34,0.86,0.72
13.59,13.59,459932,0.74,0.77,0.74,0.23,0.52
3,0,461255,0.43,0.1,0.76,0.19,0.34
9.62,5.92,461968,0.85,0.39,0.65,0.86,0.72
10.19,8.53,469106,0.88,0.14,0.25,0.17,0.65
12.1,11.66,453871,0.11,0.8,0.92,0.24,0.61
9.23,6.15,468337,0.69,0.93,0.72,0.11,0.27
12.27,11.41,462564,0.27,0.16,0.71,0.25,0.43
12.26,10.94,449627,0.57,0.25,0.56,0.3,0.98
3.69,0,476096,0.01,0.54,0.02,0.3,0.22
6.28,2.5,458835,0.3,0.18,0.61,0.7,0.57
14.73,14.73,440915,0.53,0.58,0.58,0.06,0.72
9.02,5.72,456087,0.77,0.74,0.54,0.9,0.78
11.31,8.63,303521,0.46,0.4,0.56,0.84,0.76
10.98,9.85,450196,0.2,0.36,0.07,0.61,0.2
11.89,10.68,455386,0.45,0.18,0.15,0.2,0.82
7.67,6.33,457766,0.72,0.79,0.92,0.57,0.73
12.15,11.54,301397,0.94,0.01,0.44,0.74,0.14
12.32,12.32,458066,0.85,0.58,0.68,0.6,0.91
6.92,1.77,462505,0.83,0.85,0.92,0.61,0.23
5.38,2.62,451224,0.39,0.66,0.36,0.89,1
13.63,13.2,443564,0.57,0.6,0.31,0.36,0.3
13.39,13.39,457559,0.55,0.41,0.37,0.82,0.72
12.44,11.66,451774,0.47,0.29,0.26,0.83,0.27
16.63,16.63,462725,0.13,0.52,0.89,0.83,0.55
12.98,12.54,462469,0.15,0.59,0.48,0.37,0.77
8.17,3.83,457386,0.48,0.38,0.22,0.29,0.71
8.94,5.75,467737,0.04,0.96,0.89,0.11,0.92
13.54,13.54,469228,0.53,0.17,0.05,0.95,0.57
14.27,13.83,449105,0.12,0.99,0.54,0.22,0.52
12.44,11.37,449276,0.45,0.17,0.07,0.01,0.93
5.85,1.62,468092,0.42,0.57,0.97,0.36,0.5
4.44,1,459101,0.66,0.25,0.55,0.15,0.35
12,11.43,299635,0.51,0.01,0.62,0.58,0.38
11.05,9.76,461664,0.15,0.37,0.15,0.65,0.06
12.76,12.76,449667,0.9,0.71,0.9,0.42,0.54
8.15,3.77,457051,0.13,0.15,0.42,0.9,0.7
7.38,2.69,451712,0.35,0.92,0.43,0.81,0.66
13.22,13.22,461716,0.59,0.99,0.82,0.73,0.72
15.32,15.32,470166,0.42,0.91,0.1,0.87,0.64
8.91,6.77,310976,0.18,0.78,0.13,0.37,0.91
4.78,0,450751,0.91,0.97,0.99,0.82,0.96
16.44,16.44,468040,0.59,0.54,0.78,0.81,0.11
13.49,13.49,468321,0.89,0.56,0.57,0.72,0.58
5.83,2,461871,0.61,0.65,0.23,0.81,0.03
12.15,12.15,290550,0.53,0.27,0.22,0.26,0.65
13.24,13.24,455520,0.54,0.2,0.86,0.73,0.34
12.88,11.61,453584,0.31,0.6,0,0.24,0.06
5.33,3.5,458882,0.63,0.16,0.89,0.72,0.58
16.88,16.88,453553,0.93,0.55,0.76,0.43,0.38
0,0,453578,0.55,0.93,0.78,0.54,0.36
11.95,11.32,453462,0.44,0.69,0.06,0.11,0.94
2.62,0,462683,0.32,0.38,0.86,0.63,0.51
12,11.66,455360,0.11,0.69,0.64,0.96,0.36
12.54,12.54,450685,0.76,0.37,0.1,0.24,0.75
8.39,3.67,465424,0.57,0.28,0.76,0.19,0.21
5.31,0,469544,0.98,0.08,0.57,0.77,0.46
11.21,10.17,292114,0.21,0.18,0.37,0.08,0.16
1.61,0.56,452110,0.25,0.4,0.26,0.21,0.49
8.38,5.38,468545,0.77,0.67,0.99,0.98,0.51
4.67,0,469563,0.47,0.13,0.76,0.84,0.55
5.92,1.69,460701,0.5,0.76,0.44,0.36,0.02
16.12,16.12,449358,0.94,0.63,0.84,0.43,0.65
9.38,6.15,199587,0.68,0.13,0.65,0.49,0.42
2.6,0.4,470629,0.38,0.8,0.88,0.2,0.07
16.49,16.49,458758,0.32,0.04,0.41,0.43,0.08
13.51,13.29,462738,0.77,0.53,0.43,0.02,0.28
9.77,7.69,449301,0.91,0.97,0.59,0.69,0.27
13.72,13.72,456792,0.04,0.02,0.13,0.81,0.85
8.04,4.83,442231,0.6,0.01,0.63,0.27,0.61
6.69,3.31,462463,0.69,0.98,0.56,0.32,0.3
11.2,9.95,457650,0.4,0.13,0.13,0.37,0.22
13.98,13.98,460664,0.24,0.79,0.31,0.41,0.33
14.73,14.73,468017,0.4,0.03,0.8,0.74,0.01
3.54,0,462123,0.15,0.41,0.54,0.24,0.09
1.33,0,470037,0.61,0.86,0.72,0.53,0.57
13.71,13.71,468372,0.21,0.12,0.39,0.06,0.07
4.23,1.62,454904,0.99,0.84,0.79,0.4,0.79
8.54,3.62,464865,0.98,0.13,0.1,0.18,0.61
13.56,13.05,457330,0.22,0.65,0.62,0.78,0.49
15.02,15.02,456628,0.73,0.45,0.58,0.32,0.55
6.24,4,470627,0.14,0.94,0.96,0.63,0.7
13.07,12.27,466856,0.38,0.7,0.28,0.04,0.27
10.08,8.72,456876,0.82,0.54,0.62,0.96,0.45
13,12.31,301095,0.09,0.81,0.82,0.22,0.03
12.65,12.07,470536,0.62,0.6,0.22,0.53,0.54
13.22,13.22,454653,0.95,0.88,0.31,0.56,0.83
14.22,14.22,449242,0.44,0.07,0.2,0.53,0.4
7.15,3.08,468538,0.14,0.02,0.11,0.32,0.95
13.66,13.22,449344,0.09,0.57,0.68,0.3,0.66
13,12.8,451554,0,0.78,0.78,0.01,0.89
14.32,13.73,452013,0.81,0.79,0.05,0.87,0.62
13.32,13.1,443450,0.68,0.26,0.16,0.92,0.49
14.54,14.54,466824,0.75,0.9,0.21,0.04,0.23
12.24,11.24,450895,0.38,0.7,0.66,0.64,0.28
11.69,11,467790,0.37,0.64,0.01,0.36,0.42
12.88,12.44,449486,0.05,0.42,0.6,0.59,0.38
12.05,11.67,470028,0.33,0.6,0.25,0.46,0.44
13.34,13.34,451962,0.6,0.3,0.99,0.15,0.72
9.54,6.23,467824,0.51,0.79,0.37,0.48,0.27
7.09,3.27,460203,0.95,0.34,0.78,0.15,0.2
4.77,0,467759,0.09,0.25,0.55,0.24,0.82
8.46,4.69,453198,0.88,0.73,0.52,0.92,0.95
13.49,13.49,378219,0.89,0.86,0.2,0.23,0.68
15.72,15.72,466106,0.39,0.15,0.11,0.02,0.88
11.15,9.42,451248,0.11,0.13,0.48,0.83,0.78
16.22,16.22,469583,0.81,0.36,0.88,0.25,0.55
8,5.33,443576,0.51,0.01,0.89,0.69,0.05
6.46,2.77,457258,0.43,0.99,0.4,0.68,0.83
12.78,12.34,454179,0.94,0.28,0.56,0.74,0.8
3.83,0,469145,0.57,0.19,0.08,0.48,0.73
13.56,13.56,466649,0.55,0.93,0.13,0.12,0.13
13.08,11.58,260840,0.93,0.12,0.16,0.61,0.27
15.46,15.46,452787,0.99,0.02,0.03,0.79,0.89
11.93,11.58,467789,0.8,0.43,0.7,0.77,0.68
12.8,12.8,462339,0.12,0.65,0.23,0.92,0.33
11.38,10.92,463303,0.29,0.07,0.94,0.67,0.32
9.02,5.56,460623,0.56,0.09,0.18,0.8,0.15
14.46,14.46,449461,0.09,0.59,0.55,0.81,0.13
11.83,10.41,467311,0.87,0.43,0.25,0.62,0.57
12.71,12.71,450657,0.45,0.66,0.5,0.85,0.21
11.11,8.94,474308,0.63,0.27,0.97,0.52,0.23
12.32,12.32,463229,0.6,0.08,0.86,0.91,0.61
12.4,11.4,450160,0.99,0.32,0.44,0.35,0.95
10.96,9.76,452632,0.43,0.01,0.54,0.98,0.47
0.52,0.4,471308,0.54,0.27,0.71,0.49,0.01
15.14,15.14,466626,0.3,0.67,0.27,0.07,0.69
13.27,12.83,449620,0.06,0.04,0.71,0.56,0.26
12.88,12.51,455175,0.31,0.09,0.09,0.57,0.56
9.69,5.77,458483,0.28,0.8,0.71,0.09,0.08
11.39,9.66,453866,0.54,0.24,0.24,0.2,0.77
8.4,3.7,462414,0.19,0.31,0.3,0.25,0.64
11.98,11.81,454830,0.86,0.34,0.81,0.47,0.65
11.76,9.51,464564,0.36,0.35,0.47,0.94,0.55
12.93,11.85,443581,0.2,0.29,0.97,0.98,0.05
12.95,12.22,449571,0.18,0.39,0.56,0.72,0.24
9.31,5.85,462690,0.15,0.29,0.24,0.05,0.47
9.91,7.42,467721,0.2,0.72,0.48,0.53,0.48
15.02,15.02,451510,0.67,0.64,0.72,0.77,0.66
15.68,15.68,455009,0.56,0.83,0.8,0.6,0.48
11.15,7.85,297218,0.46,0.21,0.01,0.97,0.68
14,14,456700,0.27,0.52,0.8,0.29,0.55
9.62,6.77,449085,0.93,0.07,0.81,0.12,0.64
9.92,5.69,450853,0.61,0.94,0.58,0.04,0.67
2.54,0.85,463260,0.59,0.31,0.68,0.87,0.12
4.38,2.62,441956,0.24,0.95,0.98,0.62,0.9
12.37,12.37,443583,0.04,0.79,0.58,0.31,0.97
12.51,12.07,461418,0.4,0.68,0.93,0.23,0.92
8.95,5.98,463843,0.44,0.75,0.57,0.8,0.28
10.56,8.49,456467,0.15,0.5,0.57,0.89,0.85
13.56,13.12,458000,0.15,0.1,0.84,0.51,0.76
6.83,3.67,454841,0.65,0.99,0.66,0.89,0.53
13.61,13.61,456121,0.44,0.55,0.52,0.04,0.63
2.92,0.77,468280,0.68,0.5,0.16,0.42,0.73
10.19,7.52,468293,0,0.95,0.47,0.59,0.74
12.88,12.88,461225,0.4,0.2,0.07,0.41,0.21
15.16,15.16,443584,1,0.85,0.7,0.14,0.89
11.91,11.14,457046,0.76,0.2,0.61,0.78,0.26
12.35,11.98,460610,0.45,0.72,0.6,0.42,0.28
8.08,4.54,449834,0.91,0.77,0.83,0.91,0.49
12.54,12.1,468364,0.48,0.57,0.65,0.86,0.03
13.73,13.73,458789,0.64,0.73,0.7,0.46,0.9
8.15,6.15,469597,0.43,0.67,0.19,0.95,0.79
15.12,15.12,458485,0.62,0.85,0.15,0.58,0.83
12.63,11.84,467573,0.38,0.66,0.96,0.12,0.28
8,4.18,457271,0.64,0.21,0.12,0.55,0.14
12.59,11.93,465037,0.37,0.31,0.65,0.64,0.31
7.08,2.46,456675,0.19,0.45,0.74,0.47,0.08
12.2,11.9,449361,0.19,0.64,0.49,0.21,0.31
9.17,4.33,449471,0.97,0.52,0.67,0.62,0.64
13.53,13.53,467825,0.06,0.5,0.96,0.61,0.49
12.05,11.63,453979,0.36,0.5,0.35,0.46,0.99
3.35,1.41,452014,0.48,0.63,1,0.89,0.63
7.84,3.11,451924,0.84,0.8,0.53,0.97,0.74
13,11.62,308620,0.3,0.89,0.73,0.34,0.45
0,0,467722,0.93,0.42,0.68,0.72,0.4
9.15,6.08,454448,0.91,0.01,0.2,0.17,0.11
7,3.67,460328,0.11,0.74,0.73,0.08,0.66
11.85,10.54,456556,0.38,0.68,0.91,0.05,0.94
12.68,12.49,458284,0.17,0.95,0.81,0.96,0.75
15.93,15.93,453833,0.77,0.46,0.85,0.4,0.44
13.14,12.72,455349,0.94,0.81,0.17,0.01,0.85
14.15,14.15,460361,0.02,0.58,0.95,0.74,0.41
12.7,12.49,453533,0.63,0.29,0.43,0.46,0.51
10.08,6.69,456779,0.5,0.66,0.26,0.49,0.29
10.47,9.27,469354,0.73,0.85,0.18,0.8,0.61
11.05,9.59,463175,0.46,0.1,0.69,0.15,0.64
13.2,13.2,454731,0.53,0.23,0.11,0.46,0.23
8,3.23,454584,0.52,0.12,0.43,0.77,0.72
8.62,4.85,451735,0.83,0.53,0.84,0.28,0.67
8.83,5.5,467798,0.59,0.09,0.92,0.97,0.62
7.31,2.62,450408,0.21,0.55,0.61,0.31,0.07
7.62,4.23,467706,0.04,0.99,0.16,0.82,0.15
5.08,0.85,452735,0.28,0.51,0.31,0.9,0.33
10,8.54,461821,0.27,0.55,0.22,0.04,0.45
10.51,8.1,463305,0.98,0.16,0.25,0.11,0.42
9.48,6.43,470470,0.94,0.49,0.05,0.86,0.87
9.26,5.22,457105,0.5,0.36,0.26,0.04,0.04
14.49,14.49,469333,0.37,0.16,0.37,0.78,0.69
12.37,11.59,469869,0.39,0.91,0.21,0.9,0.84
6.23,2.69,451387,0.17,0.35,0.65,0.74,0.71
15.92,15.92,297223,0.48,0.21,0.38,0.8,0.69
16.27,16.27,457302,0.53,0.37,0.94,0.84,0.09
14.78,14.78,460627,0.91,0.57,0.98,0.43,0.53
15.15,15.15,366545,0.28,0.08,0.03,0.03,0.07
10.24,7.95,456266,0.63,0.64,0.61,0.05,0.21
13.17,13.17,302490,0.56,0.64,0.72,0.12,0.01
14.51,14.51,456393,0.29,0.76,0.8,0.62,0.1
7.46,3.92,454897,0.76,0.83,0.08,0.16,0.61
13.51,13.17,458916,0.8,0.37,0.94,0.55,0.06
16.32,16.32,457538,0.99,0.94,0.48,0.12,0.79
12.71,12.71,451012,0.88,0.17,0.09,0.11,0.81
13.56,13.56,468677,0.51,0.47,0.66,0.42,0.37
13.46,13.46,449041,0.27,0.15,0.41,0.04,0.24
13.59,13.59,467715,0.39,0.61,0.33,0.92,0.12
11.2,9.98,461331,0.97,0.26,0.94,0.16,0.64
12.77,12.19,468519,0.88,0.09,0.87,0.56,0.49
10.03,6.86,443589,0.12,0.86,0.58,0.11,0.63
13.51,13.51,464150,0.75,0.93,0.79,0.38,0.9
10.15,7.69,456110,0.41,0.64,0.15,0.07,0.77
12.85,12.85,449441,0.87,0.04,0.5,0.37,0.87
12.17,11.59,456027,0.02,0.09,0.95,0.96,0.52
12,11.4,453539,0.48,0.47,0.8,0.49,0.1
15.37,15.37,460096,0.22,0.08,0.4,0.34,0.79
12.54,11.85,299852,0.97,0.91,0.73,0.99,0.03
15.88,15.88,450263,0.53,0.02,0.31,0.5,0.17
12,12,174417,0.13,0.35,0.48,0.18,0.82
14.24,14.24,458031,0.96,0.95,0.7,0.52,0.28
9.93,7.41,461946,0.76,0.82,0.6,0.02,0.69
11.14,9.43,442235,0.7,0.81,0.47,1,0.85
13.18,12.72,465955,0.84,0.57,0.25,0.1,0.34
14.15,14.15,458664,0.14,0.62,0.9,0.13,0.29
10.74,8.45,459077,0.8,0.19,0.41,0.64,0.97
13.05,12.86,454359,0.75,0.69,0.68,0.17,0.42
13.76,13.76,448871,0.17,0.74,0.82,0.6,0.47
11.17,10.08,464772,0.64,0.8,0.02,0.06,0.94
13.05,12.83,461323,0.68,0.77,0.06,0.75,0.06
8.62,3.77,450619,0.44,0.08,1,0.17,0.55
8.85,3,458510,0.02,0.58,0.78,0.45,0.63
4.31,1.62,455618,0.21,0.54,0.71,0.46,0.79
9.86,7.76,461529,0.24,0.61,0.32,0.11,0.6
5.92,2.62,451920,0.65,0.22,0.51,0.74,0.65
12.44,11.83,467758,0.54,0.71,0.81,0.43,0.65
16.9,16.9,457095,0.48,0.94,0.73,0.97,0.61
10.08,7.31,463170,0.25,0.33,0.31,0.15,0.07
6.86,4.84,458451,0.7,0.02,0.52,0.45,0.25
12.51,12.51,454856,0.24,0.56,0.67,0.85,0.46
10.51,9.47,452630,0.14,0.4,0.02,0.92,0.13
11.8,11.61,449345,0.32,0.07,0.7,0.3,0.1
0.5,0,449416,0.85,0.22,0.77,0.79,0.85
14.23,14.23,449457,0.53,0.53,0.28,0.89,0.69
12.4,11.73,457516,0.77,0.37,0.94,0.35,0.9
10.69,8.83,453988,0.05,0.23,0.63,0.33,0.64
4.62,0,594951,0.24,0.45,0.46,0.42,0.15
11.62,10.38,596267,0.49,0.02,0.47,0.35,0.72
3.92,1.85,595507,0.46,0.94,0.06,0.96,0.13
9.77,8.08,580414,0.06,0.3,0.1,0.01,0.89
4.23,1.69,577574,0.78,0.93,0.12,1,0.32
11.62,11.08,595490,0.85,0.17,0.12,0.95,0.59
14.31,14.31,590091,0.94,0.73,0.92,0.56,0.99
11.23,9.31,583372,0.27,0.66,0.01,0.6,0.84
12.15,11.54,597831,0.3,0.88,0.24,0.67,0.7
17.23,17.23,584574,0.69,0.27,0.94,0.56,0.86
14.38,14.38,583532,0.97,0.77,0.21,0.45,0.37
12.23,12.23,583003,0.53,0.77,0.98,0.64,0.52
11.23,8.85,587238,0.11,0.07,0.29,0.82,0.7
6,0,597824,0.06,0.92,0.68,0,0.54
11.62,10.23,585537,0.92,0.48,0.22,0.88,0.91
14.85,14.85,583265,0.14,0.09,1,0.61,0.3
10.5,8.17,456228,0.41,0.57,0.31,0.22,0.85
14.92,14.92,585849,0.89,0.83,0.9,0.14,0.47
13.15,13.15,589926,0.14,0.08,0.66,0.87,0.76
4.46,0.77,595567,0.27,0.7,0.78,0.94,0.57
13.54,13,580948,0.24,0.34,0.47,0.65,0.67
11.92,10.62,595208,0.72,0.6,0.66,0.35,0.12
10.38,8.69,598597,0.76,0.96,0.45,0.85,0.65
15.54,15.54,581184,0.18,0.65,0.23,0.92,0.95
0.33,0,588473,0.6,0.31,0.49,0.56,0.7
13.69,13.69,576473,0.31,0.74,0.34,0.35,0.69
17.23,17.23,589058,0.54,0.7,0.55,0.88,0.59
13.46,13.46,582544,0.47,0.9,0.19,0.73,0.5
14.92,14.92,578965,0.45,0.86,0.6,0.49,0.17
2.54,0.92,586127,0.49,0.92,0.5,0.69,0.59
14.85,14.85,589412,0.85,0.61,0.01,0.42,0.17
7.85,3.62,486395,0.26,0.48,0.03,0.49,0.86
13.46,13.46,577215,0.6,0.79,0.72,0.31,0.68
9.33,5.5,596629,0.62,0.6,1,0.82,0.42
14.85,14.85,582602,0.87,0.18,0.76,0.62,0.1
11.38,11.38,584841,0.76,0.09,0.27,0.41,0.84
4.33,0,578508,0.2,0.45,0.48,0.75,0.63
13.23,13.23,578066,0.38,0.95,0.59,0.96,0.55
13.54,13.54,585040,0.41,0.4,0.81,0.27,0.82
14.85,14.85,578314,0.11,0.84,0.83,0.16,0.44
6,4.23,597543,0.59,0.65,0.95,0.82,0.12
12,11.38,583668,0.07,0.18,0.5,0.69,0.65
15.77,15.77,588499,0.51,0.22,0.61,0.48,0.89
9,7.15,488922,0.84,0.42,0.64,0.21,0.7
16,16,363226,0.82,0.5,0.34,0.83,0.07
13.85,13.85,588932,0.95,0.08,0.96,0.53,0.11
10.85,9.15,588389,0.69,0.62,0.73,0.26,0.57
6.67,5.33,593146,0.34,0.12,0.47,0.96,0.22
5.08,1.62,483387,0.45,0.55,0.94,0,0.04
17.85,17.85,387381,0.75,0.11,0.04,0.01,0.53
13.77,13.77,583912,0.72,0.32,0.59,0.43,0.99
7.33,3.5,578727,0.89,0.09,0.9,0.23,0.33
12,12,589831,0.2,0.73,0.14,0.73,0.13
2.77,1.77,385174,0.57,0.24,0.66,0.01,0.75
8.85,7.15,595770,0.78,0.84,0.51,0.75,0.49
14.85,14.85,578986,0.4,0.78,0.01,0.41,0.43
12.85,12.85,594597,0.83,0.11,0.65,0.57,0.48
7.31,6.38,581293,0.95,0.99,0.03,0.86,0.77
11.54,10.92,597246,0.19,0.58,0.02,0.69,0.55
3.62,1.62,594037,0.88,0.13,0.55,0.33,0.6
13.38,13.38,590054,0.8,0.62,0.56,0.44,0.23
12.85,12.85,596246,0.9,0.01,0.34,0.95,0.57
14.85,14.85,585975,0.73,0.1,0.71,0.92,0.99
16.46,16.46,587219,0.73,0.26,0.87,0.21,0.73
0.08,0,592457,0.5,0.94,0.09,0.31,0.38
15.38,15.38,584816,0.08,0.34,0.2,0.83,0.41
8.23,3.54,588094,0.69,0.09,0.39,0.83,0.56
10.92,9.15,589111,0.11,0.47,0.65,0.42,0.68
5.85,1.77,580556,0.4,0.19,0.28,0.97,0.15
10.77,8.62,597833,0.11,0.97,0.07,0.14,0.74
9.23,8.69,587057,0.07,0.12,0.05,0.94,0.43
11.92,11.23,580762,0.59,0.73,0.08,0.51,0.35
12,11.38,596038,0.02,0.01,0.85,0.17,0.22
13.08,12.46,587368,0.45,0.62,0.56,0.86,0.94
14.54,14.54,380403,0.77,0.17,0.11,0.99,0.96
14.31,14.31,576009,0.7,0.84,0.97,0.58,0.9
11.92,11.38,591428,0.79,0.03,0.32,0.42,0.52
12.77,12.77,577749,0.18,0.35,0.52,0.21,0.82
13.46,13.46,587277,0.56,0.48,0.26,0.87,0.19
9.69,7.08,597208,0.15,0.69,0.46,0.79,0.48
12.23,12.23,583314,0.52,0.28,0.78,0.04,0.72
7,4.31,587970,0.87,0.05,0.62,0.14,0.31
11.15,9.92,578540,0.22,0.63,0.96,0.32,0.41
11.62,10.31,591357,0.2,0.66,0.83,0.09,0.25
16.69,16.69,576465,0.61,0.07,0.93,0.01,0.97
13.69,13.69,577101,0.34,0.77,0.77,0.49,0.43
14.69,14.69,585897,0.36,0.77,0.48,0.85,0.53
11.46,10.23,589520,0.72,0.71,0.5,0.35,0.04
11.92,10.69,586565,0.73,0.29,0.68,0.82,0.12
13.92,13.92,582610,0.33,0.23,0.47,0.68,0.41
14.69,14.69,576593,0.66,0.66,0.74,0.75,0.03
9.77,6.85,587533,0.49,0.3,0.71,0.5,0.32
15.85,15.85,482978,0.63,0.54,0.27,0.67,0.32
7.33,2.17,589873,0.66,0.72,0.38,0.45,0.21
11.23,9.92,590020,0.85,0.79,0.44,0.44,0.37
9.62,4.92,595583,0.48,0.86,0.38,0.23,0.7
11.69,11.69,579218,0.98,0.97,0.97,0.41,0.44
13.69,13.69,587133,0.23,0.68,0.09,0.19,0.3
3.15,0,598190,0.96,0.38,0.39,1,0.1
14.31,14.31,596154,0.72,0.02,0.94,0.28,0.54
11.31,10,596506,0.17,0.24,0,0.29,0.56
14.92,14.25,363220,0.6,0.97,0.06,0.61,0.17
13,11.62,578483,0.14,0.34,0.52,0.4,0.22
15.69,15.69,373807,0.98,0.32,0.67,0.96,0.07
15.69,15.69,587804,0.61,0.68,0.59,0.74,0.46
15,15,373378,0.05,0.55,0.12,0.33,0.46
5.5,1.83,594770,0.43,0.39,0.35,0.89,0.15
6.46,3.62,594727,0.78,0.71,0.74,0.09,0.61
2.92,1.08,578637,0.92,0.94,0.75,0.08,0.54
4.23,1.54,580822,0.03,0.81,0.2,0.14,0.75
13.31,13.31,486404,0.1,0.7,0.1,0.78,1
9.46,6.77,597556,0.4,0.51,0.77,0.61,0.69
14.77,14.77,588561,0.81,0.79,0.84,0.76,0.64
15.31,15.31,363370,0.68,0.14,0.19,0.21,0.16
12.69,12.69,591480,0.6,0.15,0.1,0.1,0.01
10.85,9.08,597295,0.09,0.69,0.44,0.13,0.08
12.08,12.08,595742,0.38,0.02,0.72,0.59,0.89
10.77,8.85,579395,0.99,0.15,0.2,0.41,0.89
14.62,14.62,374229,0.24,0.49,0.54,0.81,0.62
12.7,11.9,381073,0.47,0.26,0.59,0.8,0.77
11.38,10,579613,0.53,0.51,0.8,0.79,0.68
15,15,589881,0.95,0.7,0.67,0.98,0.28
14.69,14.69,585657,0.04,0.74,0.52,0.61,0.1
11.92,11.92,486407,0.5,0.96,0.69,0.23,0.91
8.15,5.31,597308,0.13,0.3,0.83,0.74,0.99
7.08,2.69,596371,0.81,0.46,0.11,0.93,0.16
1.62,0,597003,0.38,0.21,0.88,0.13,0.81
11,8.54,583050,0.46,0.44,0.49,0.05,0.92
10.92,9.15,581267,0.54,0.55,0.51,0.22,0.56
13.33,13.33,379545,0.82,0.54,0.78,0.9,0.04
13,13,581502,0.24,0.38,0.15,0.19,0.03
13.23,12.69,575927,0.27,0.48,0.58,0.76,0.81
11,9.08,596174,0.99,0.36,0.06,0.54,0.75
15.08,15.08,582825,0.28,0.14,0.36,0.49,0.49
5.33,0,576982,0.71,0.26,0.09,0.12,0.56
12.15,12.15,595815,0.3,0.43,0.49,0.44,0.08
9.5,6.17,579693,0.91,0.49,0.51,0.66,0.39
11.69,10.38,591430,0.56,0.95,0.16,0.39,0.86
15.38,15.38,584599,0.32,0.25,0.99,0.33,0.22
4.92,2.23,585104,0.91,0.23,0.57,0.66,0.31
0.77,0.77,598247,0.77,0.47,0.19,0.7,0.05
2.77,0.77,591327,0.23,0.31,0.54,0.73,0.73
7.08,3.46,596325,0.26,0.28,0.32,0.85,0.18
12.38,12.38,582443,0.9,0.63,0.82,0.96,0.21
12.77,12.31,598019,0.52,0.25,0.74,0.91,0.38
13.77,13.77,585406,0.59,0.68,0.33,0.9,0.55
12.85,12.85,579879,0.1,0.54,0.08,0.95,0.23
10.92,9.62,597215,0.91,0.64,0.9,0.87,0.98
12,11.31,578584,0.47,0.65,0.31,0.68,0.76
10.23,8.15,587269,0.63,0.62,0.72,0.63,0.3
10.23,9.62,595747,0.93,0.97,0.47,0.73,0.49
8.15,4.31,597792,0.56,0.44,0.63,0.87,0.65
12.62,11.23,594518,0.99,0.79,0.95,0.01,0.86
8.31,6.38,597875,0.75,0.38,0.14,0.2,0.38
4.67,1.83,595702,0.78,0.95,0.58,0.12,0.87
11.54,10.85,585190,0.52,0.57,0.57,0.13,0
11.69,11,597555,0.17,0.61,0.75,0.27,0.3
14.31,14.31,581864,0.69,0.3,0.59,0.13,0.19
5.22,1.44,595422,0.67,0.98,0.89,0.5,0.71
11.54,10.54,580878,0.69,0.16,0.92,0.56,0.18
9.31,7.46,587538,0.67,0.51,0.53,0.57,0.26
10.92,8.92,581874,0.26,0.77,0.83,0.57,0.46
7,4,594628,0.93,0.04,0.84,0.99,0.99
8.54,3.85,586390,0.03,0.53,0.94,0.39,0.76
4.44,1.11,595845,0.48,0.32,0.9,0.84,0.3
10.85,9.08,584125,0.99,0.96,0.99,0.51,0.97
14.08,14.08,581045,0.9,0.63,0.46,0.06,0.44
8.85,5.38,584308,0.38,0.81,0.48,0.48,0.14
6.17,1.67,594903,0.13,0.72,0.85,0.74,0.13
10.08,8,588182,0.53,0.76,0.14,0.14,0.91
12.5,11.7,369158,0.85,0.89,1,0.76,0.62
11.77,10.46,579404,0.7,0.51,0.18,0.1,0.42
8.17,2.17,577561,0.43,0.8,0.83,0.03,0.53
5.77,2.46,588915,0.87,0.29,0.05,0.32,0.21
10.31,9.85,580652,0.61,0.7,0.45,0.69,0.45
11.15,9.23,595840,0.76,0.99,0.41,0.66,0.17
12,11.38,578864,0.54,0.02,0.67,0.45,0.78
6.69,1.62,488813,0.36,0.15,0.31,0.29,0.65
17.23,17.23,576392,0.86,0.96,0.16,0.98,0.14
9.15,6.31,578974,0.47,0.41,0.88,0.75,0.67
16.68,16.68,579169,0.69,0.7,0.45,0.04,0.54
11.46,9.62,589534,0.12,0.57,0.78,1,0.63
11.23,10,597753,0.4,0.97,0.6,0.21,0.76
14,13.31,588750,0.75,0.15,0.94,0.69,0.73
14.15,14.15,581871,0,0.47,0.32,0.63,0.49
8.85,4.38,578306,0.17,0.74,0.99,0.99,0.57
12.46,12.46,593609,0.93,0.15,0.76,0.77,0.68
14.23,14.23,489283,0.98,0.3,0.5,0.94,0.28
10,7.31,577998,0.15,0.76,0.3,0.86,0.17
11.08,8.69,595344,0.24,0.52,0,0.16,0.33
7.85,4.62,576661,0.46,0.09,0.25,0.92,0.37
6.69,3.46,595771,0.49,0.94,0.42,0.19,0.39
13.69,13.69,593144,0.78,0.93,0.34,0.92,0.12
11.15,10,582570,0.94,0.03,0.15,0.57,0.05
